timestamp,sku,warehouse,region,on_hand_units,stockout_flag,unit_cost
2026-01-05T02:00:00+00:00,SKU-4472,DE,EMEA,335,False,43.66895100337581
2026-01-05T02:00:00+00:00,SKU-4472,US-East,AMER,359,False,41.86879728150484
2026-01-05T02:00:00+00:00,SKU-4472,SG,APAC,418,False,67.20012915968677
2026-01-05T02:00:00+00:00,SKU-2001,DE,EMEA,393,False,24.929551529316573
2026-01-05T02:00:00+00:00,SKU-2001,US-East,AMER,436,False,23.250243585908677
2026-01-05T02:00:00+00:00,SKU-2001,SG,APAC,422,False,38.49231073287804
2026-01-05T02:00:00+00:00,SKU-3001,DE,EMEA,382,False,16.823898962322705
2026-01-05T02:00:00+00:00,SKU-3001,US-East,AMER,355,False,15.631521672129269
2026-01-05T02:00:00+00:00,SKU-3001,SG,APAC,418,False,25.63717674551949
2026-01-05T03:00:00+00:00,SKU-1001,DE,EMEA,393,False,66.90874693939057
2026-01-05T03:00:00+00:00,SKU-1001,US-East,AMER,457,False,63.27224603384905
2026-01-05T03:00:00+00:00,SKU-1001,SG,APAC,440,False,102.24380499555346
2026-01-05T03:00:00+00:00,SKU-4471,DE,EMEA,353,False,53.39311565370925
2026-01-05T03:00:00+00:00,SKU-4471,US-East,AMER,361,False,50.7440558858194
2026-01-05T03:00:00+00:00,SKU-4471,SG,APAC,394,False,81.17523900166415
2026-01-05T03:00:00+00:00,SKU-4472,DE,EMEA,393,False,44.42157101517719
2026-01-05T03:00:00+00:00,SKU-4472,US-East,AMER,379,False,42.57045910258851
2026-01-05T03:00:00+00:00,SKU-4472,SG,APAC,421,False,68.31909481995747
2026-01-05T03:00:00+00:00,SKU-2001,DE,EMEA,377,False,24.819437008073603
2026-01-05T03:00:00+00:00,SKU-2001,US-East,AMER,399,False,23.959233329462812
2026-01-05T03:00:00+00:00,SKU-2001,SG,APAC,437,False,37.76405091535107
2026-01-05T03:00:00+00:00,SKU-3001,DE,EMEA,461,False,16.10842557059529
2026-01-05T03:00:00+00:00,SKU-3001,US-East,AMER,461,False,15.379373359724104
2026-01-05T03:00:00+00:00,SKU-3001,SG,APAC,400,False,25.78275931299737
2026-01-05T04:00:00+00:00,SKU-1001,DE,EMEA,399,False,65.27527623420862
2026-01-05T04:00:00+00:00,SKU-1001,US-East,AMER,449,False,61.58420711545871
2026-01-05T04:00:00+00:00,SKU-1001,SG,APAC,341,False,103.71573332657688
2026-01-05T04:00:00+00:00,SKU-4471,DE,EMEA,365,False,52.378875576310854
2026-01-05T04:00:00+00:00,SKU-4471,US-East,AMER,432,False,49.584644727844626
2026-01-05T04:00:00+00:00,SKU-4471,SG,APAC,411,False,81.08520078506362
2026-01-05T04:00:00+00:00,SKU-4472,DE,EMEA,408,False,44.522301998436156
2026-01-05T04:00:00+00:00,SKU-4472,US-East,AMER,437,False,41.93521475759283
2026-01-05T04:00:00+00:00,SKU-4472,SG,APAC,436,False,67.83051681705125
2026-01-05T04:00:00+00:00,SKU-2001,DE,EMEA,369,False,24.50207947765918
2026-01-05T04:00:00+00:00,SKU-2001,US-East,AMER,431,False,23.894515342328972
2026-01-05T04:00:00+00:00,SKU-2001,SG,APAC,403,False,37.60345513749351
2026-01-05T04:00:00+00:00,SKU-3001,DE,EMEA,379,False,16.577219913488356
2026-01-05T04:00:00+00:00,SKU-3001,US-East,AMER,411,False,15.68968975471394
2026-01-05T04:00:00+00:00,SKU-3001,SG,APAC,439,False,25.811985775813266
2026-01-05T05:00:00+00:00,SKU-1001,DE,EMEA,346,False,66.28689799500836
2026-01-05T05:00:00+00:00,SKU-1001,US-East,AMER,370,False,62.84598552376992
2026-01-05T05:00:00+00:00,SKU-1001,SG,APAC,449,False,104.17349646104314
2026-01-05T05:00:00+00:00,SKU-4471,DE,EMEA,427,False,51.98581371231351
2026-01-05T05:00:00+00:00,SKU-4471,US-East,AMER,385,False,49.902103845880326
2026-01-05T05:00:00+00:00,SKU-4471,SG,APAC,360,False,80.93270402015813
2026-01-05T05:00:00+00:00,SKU-4472,DE,EMEA,424,False,44.40413958204337
2026-01-05T05:00:00+00:00,SKU-4472,US-East,AMER,388,False,41.95457300853437
2026-01-05T05:00:00+00:00,SKU-4472,SG,APAC,454,False,68.408181557347
2026-01-05T05:00:00+00:00,SKU-2001,DE,EMEA,331,False,24.803045503868017
2026-01-05T05:00:00+00:00,SKU-2001,US-East,AMER,410,False,23.413411695980216
2026-01-05T05:00:00+00:00,SKU-2001,SG,APAC,401,False,37.796152771522124
2026-01-05T05:00:00+00:00,SKU-3001,DE,EMEA,449,False,16.56955721385602
2026-01-05T05:00:00+00:00,SKU-3001,US-East,AMER,378,False,15.711932337260796
2026-01-05T05:00:00+00:00,SKU-3001,SG,APAC,405,False,25.354106497590205
2026-01-05T06:00:00+00:00,SKU-1001,DE,EMEA,293,False,64.12068820741325
2026-01-05T06:00:00+00:00,SKU-1001,US-East,AMER,480,False,61.998253372756814
2026-01-05T06:00:00+00:00,SKU-1001,SG,APAC,388,False,102.88468108658887
2026-01-05T06:00:00+00:00,SKU-4471,DE,EMEA,385,False,52.872661582379045
2026-01-05T06:00:00+00:00,SKU-4471,US-East,AMER,362,False,49.91690192151341
2026-01-05T06:00:00+00:00,SKU-4471,SG,APAC,316,False,81.56639024898003
2026-01-05T06:00:00+00:00,SKU-4472,DE,EMEA,427,False,44.16146276991398
2026-01-05T06:00:00+00:00,SKU-4472,US-East,AMER,412,False,41.912145660321855
2026-01-05T06:00:00+00:00,SKU-4472,SG,APAC,434,False,68.85639271149681
2026-01-05T06:00:00+00:00,SKU-2001,DE,EMEA,362,False,25.011730754320322
2026-01-05T06:00:00+00:00,SKU-2001,US-East,AMER,362,False,23.551204914524718
2026-01-05T06:00:00+00:00,SKU-2001,SG,APAC,389,False,38.54685815618098
2026-01-05T06:00:00+00:00,SKU-3001,DE,EMEA,386,False,16.566804860990153
2026-01-05T06:00:00+00:00,SKU-3001,US-East,AMER,380,False,15.524716527017409
2026-01-05T06:00:00+00:00,SKU-3001,SG,APAC,442,False,25.721429317430523
2026-01-05T07:00:00+00:00,SKU-1001,DE,EMEA,420,False,66.63129837761666
2026-01-05T07:00:00+00:00,SKU-1001,US-East,AMER,357,False,63.27334613086416
2026-01-05T07:00:00+00:00,SKU-1001,SG,APAC,357,False,102.68950308460208
2026-01-05T07:00:00+00:00,SKU-4471,DE,EMEA,392,False,52.39202990925736
2026-01-05T07:00:00+00:00,SKU-4471,US-East,AMER,427,False,49.64809608480446
2026-01-05T07:00:00+00:00,SKU-4471,SG,APAC,363,False,81.74042674519931
2026-01-05T07:00:00+00:00,SKU-4472,DE,EMEA,447,False,44.301476090782536
2026-01-05T07:00:00+00:00,SKU-4472,US-East,AMER,441,False,41.06302765581174
2026-01-05T07:00:00+00:00,SKU-4472,SG,APAC,402,False,68.12218102479434
2026-01-05T07:00:00+00:00,SKU-2001,DE,EMEA,321,False,24.77691055735784
2026-01-05T07:00:00+00:00,SKU-2001,US-East,AMER,400,False,23.158312498719912
2026-01-05T07:00:00+00:00,SKU-2001,SG,APAC,366,False,38.39513795715228
2026-01-05T07:00:00+00:00,SKU-3001,DE,EMEA,424,False,16.616748451981277
2026-01-05T07:00:00+00:00,SKU-3001,US-East,AMER,355,False,15.50618915291534
2026-01-05T07:00:00+00:00,SKU-3001,SG,APAC,379,False,25.562231691251352
2026-01-05T08:00:00+00:00,SKU-1001,DE,EMEA,376,False,65.87332937429068
2026-01-05T08:00:00+00:00,SKU-1001,US-East,AMER,428,False,63.12915581183788
2026-01-05T08:00:00+00:00,SKU-1001,SG,APAC,405,False,101.13248766547103
2026-01-05T08:00:00+00:00,SKU-4471,DE,EMEA,380,False,52.54457740794804
2026-01-05T08:00:00+00:00,SKU-4471,US-East,AMER,434,False,50.1647822195931
2026-01-05T08:00:00+00:00,SKU-4471,SG,APAC,357,False,80.61148405337165
2026-01-05T08:00:00+00:00,SKU-4472,DE,EMEA,351,False,42.705768520761964
2026-01-05T08:00:00+00:00,SKU-4472,US-East,AMER,356,False,41.05974771952398
2026-01-05T08:00:00+00:00,SKU-4472,SG,APAC,455,False,68.52338747904304
2026-01-05T08:00:00+00:00,SKU-2001,DE,EMEA,374,False,24.766712218200944
2026-01-05T08:00:00+00:00,SKU-2001,US-East,AMER,416,False,23.924360803166042
2026-01-05T08:00:00+00:00,SKU-2001,SG,APAC,431,False,38.948682019289365
2026-01-05T08:00:00+00:00,SKU-3001,DE,EMEA,419,False,16.715514253521103
2026-01-05T08:00:00+00:00,SKU-3001,US-East,AMER,457,False,15.821749770188681
2026-01-05T08:00:00+00:00,SKU-3001,SG,APAC,401,False,25.85648137579364
2026-01-05T09:00:00+00:00,SKU-1001,DE,EMEA,384,False,66.94674620558904
2026-01-05T09:00:00+00:00,SKU-1001,US-East,AMER,389,False,62.27750647095881
2026-01-05T09:00:00+00:00,SKU-1001,SG,APAC,475,False,101.88683049915521
2026-01-05T09:00:00+00:00,SKU-4471,DE,EMEA,406,False,51.69802232007657
2026-01-05T09:00:00+00:00,SKU-4471,US-East,AMER,372,False,49.47268652564146
2026-01-05T09:00:00+00:00,SKU-4471,SG,APAC,360,False,81.98213111749291
2026-01-05T09:00:00+00:00,SKU-4472,DE,EMEA,371,False,43.450722457982444
2026-01-05T09:00:00+00:00,SKU-4472,US-East,AMER,444,False,42.09892269509687
2026-01-05T09:00:00+00:00,SKU-4472,SG,APAC,307,False,67.81702057830478
2026-01-05T09:00:00+00:00,SKU-2001,DE,EMEA,440,False,24.561734291051835
2026-01-05T09:00:00+00:00,SKU-2001,US-East,AMER,389,False,23.458018688336995
2026-01-05T09:00:00+00:00,SKU-2001,SG,APAC,310,False,38.02538188587057
2026-01-05T09:00:00+00:00,SKU-3001,DE,EMEA,431,False,16.74086425817251
2026-01-05T09:00:00+00:00,SKU-3001,US-East,AMER,397,False,15.660439660154234
2026-01-05T09:00:00+00:00,SKU-3001,SG,APAC,422,False,25.622081182948328
2026-01-05T10:00:00+00:00,SKU-1001,DE,EMEA,421,False,65.4350603241501
2026-01-05T10:00:00+00:00,SKU-1001,US-East,AMER,401,False,63.02884283145368
2026-01-05T10:00:00+00:00,SKU-1001,SG,APAC,424,False,100.72720678195067
2026-01-05T10:00:00+00:00,SKU-4471,DE,EMEA,433,False,52.32096859615959
2026-01-05T10:00:00+00:00,SKU-4471,US-East,AMER,407,False,48.76905414754789
2026-01-05T10:00:00+00:00,SKU-4471,SG,APAC,402,False,79.72391080828251
2026-01-05T10:00:00+00:00,SKU-4472,DE,EMEA,299,False,44.05127710090171
2026-01-05T10:00:00+00:00,SKU-4472,US-East,AMER,400,False,41.83387736345642
2026-01-05T10:00:00+00:00,SKU-4472,SG,APAC,408,False,68.21769598791151
2026-01-05T10:00:00+00:00,SKU-2001,DE,EMEA,445,False,24.957782247554288
2026-01-05T10:00:00+00:00,SKU-2001,US-East,AMER,466,False,24.11444761511492
2026-01-05T10:00:00+00:00,SKU-2001,SG,APAC,432,False,38.68429937766776
2026-01-05T10:00:00+00:00,SKU-3001,DE,EMEA,477,False,16.362974758507733
2026-01-05T10:00:00+00:00,SKU-3001,US-East,AMER,388,False,15.722044949838091
2026-01-05T10:00:00+00:00,SKU-3001,SG,APAC,339,False,25.833656762018247
2026-01-05T11:00:00+00:00,SKU-1001,DE,EMEA,464,False,65.19854439809608
2026-01-05T11:00:00+00:00,SKU-1001,US-East,AMER,369,False,63.29160959742777
2026-01-05T11:00:00+00:00,SKU-1001,SG,APAC,455,False,100.64307171289224
2026-01-05T11:00:00+00:00,SKU-4471,DE,EMEA,423,False,52.15741476520012
2026-01-05T11:00:00+00:00,SKU-4471,US-East,AMER,327,False,49.4376734523375
2026-01-05T11:00:00+00:00,SKU-4471,SG,APAC,377,False,81.08472702443892
2026-01-05T11:00:00+00:00,SKU-4472,DE,EMEA,401,False,43.88333144799364
2026-01-05T11:00:00+00:00,SKU-4472,US-East,AMER,394,False,41.73737787621945
2026-01-05T11:00:00+00:00,SKU-4472,SG,APAC,420,False,68.86212068606858
2026-01-05T11:00:00+00:00,SKU-2001,DE,EMEA,438,False,24.530109010522843
2026-01-05T11:00:00+00:00,SKU-2001,US-East,AMER,368,False,23.354995196897946
2026-01-05T11:00:00+00:00,SKU-2001,SG,APAC,456,False,38.54603909720084
2026-01-05T11:00:00+00:00,SKU-3001,DE,EMEA,369,False,16.30894753476048
2026-01-05T11:00:00+00:00,SKU-3001,US-East,AMER,359,False,15.679452089195296
2026-01-05T11:00:00+00:00,SKU-3001,SG,APAC,355,False,25.572965258594127
2026-01-05T12:00:00+00:00,SKU-1001,DE,EMEA,453,False,65.83064910248406
2026-01-05T12:00:00+00:00,SKU-1001,US-East,AMER,434,False,61.74582989748186
2026-01-05T12:00:00+00:00,SKU-1001,SG,APAC,414,False,102.59771177996853
2026-01-05T12:00:00+00:00,SKU-4471,DE,EMEA,363,False,52.97038272139822
2026-01-05T12:00:00+00:00,SKU-4471,US-East,AMER,399,False,49.295440964987044
2026-01-05T12:00:00+00:00,SKU-4471,SG,APAC,388,False,81.75864331904198
2026-01-05T12:00:00+00:00,SKU-4472,DE,EMEA,345,False,44.0653876286667
2026-01-05T12:00:00+00:00,SKU-4472,US-East,AMER,361,False,41.894675221823356
2026-01-05T12:00:00+00:00,SKU-4472,SG,APAC,378,False,68.14954943096888
2026-01-05T12:00:00+00:00,SKU-2001,DE,EMEA,430,False,24.760408943840055
2026-01-05T12:00:00+00:00,SKU-2001,US-East,AMER,422,False,23.67677817706418
2026-01-05T12:00:00+00:00,SKU-2001,SG,APAC,416,False,38.44921575539199
2026-01-05T12:00:00+00:00,SKU-3001,DE,EMEA,401,False,16.605179016381083
2026-01-05T12:00:00+00:00,SKU-3001,US-East,AMER,448,False,15.963684044588437
2026-01-05T12:00:00+00:00,SKU-3001,SG,APAC,470,False,25.32102839810504
2026-01-05T13:00:00+00:00,SKU-1001,DE,EMEA,411,False,66.32285858307934
2026-01-05T13:00:00+00:00,SKU-1001,US-East,AMER,448,False,63.3668916470507
2026-01-05T13:00:00+00:00,SKU-1001,SG,APAC,342,False,102.58194148956848
2026-01-05T13:00:00+00:00,SKU-4471,DE,EMEA,331,False,52.00198870498935
2026-01-05T13:00:00+00:00,SKU-4471,US-East,AMER,362,False,49.33353453082481
2026-01-05T13:00:00+00:00,SKU-4471,SG,APAC,463,False,80.5476151427301
2026-01-05T13:00:00+00:00,SKU-4472,DE,EMEA,379,False,44.053953804426826
2026-01-05T13:00:00+00:00,SKU-4472,US-East,AMER,442,False,41.08825652482438
2026-01-05T13:00:00+00:00,SKU-4472,SG,APAC,464,False,67.67818285088218
2026-01-05T13:00:00+00:00,SKU-2001,DE,EMEA,360,False,24.781256214436773
2026-01-05T13:00:00+00:00,SKU-2001,US-East,AMER,426,False,24.14858812716517
2026-01-05T13:00:00+00:00,SKU-2001,SG,APAC,435,False,38.13367898007021
2026-01-05T13:00:00+00:00,SKU-3001,DE,EMEA,391,False,16.341261164063372
2026-01-05T13:00:00+00:00,SKU-3001,US-East,AMER,426,False,15.803923230667994
2026-01-05T13:00:00+00:00,SKU-3001,SG,APAC,386,False,25.862975053671068
2026-01-05T14:00:00+00:00,SKU-1001,DE,EMEA,332,False,65.67858203951474
2026-01-05T14:00:00+00:00,SKU-1001,US-East,AMER,362,False,62.324057912362086
2026-01-05T14:00:00+00:00,SKU-1001,SG,APAC,334,False,103.26647523475377
2026-01-05T14:00:00+00:00,SKU-4471,DE,EMEA,361,False,52.174586537840256
2026-01-05T14:00:00+00:00,SKU-4471,US-East,AMER,446,False,50.43044139610755
2026-01-05T14:00:00+00:00,SKU-4471,SG,APAC,446,False,79.16874258350829
2026-01-05T14:00:00+00:00,SKU-4472,DE,EMEA,387,False,43.83975900947852
2026-01-05T14:00:00+00:00,SKU-4472,US-East,AMER,372,False,41.46616893438136
2026-01-05T14:00:00+00:00,SKU-4472,SG,APAC,377,False,68.59217019467538
2026-01-05T14:00:00+00:00,SKU-2001,DE,EMEA,380,False,24.413141861431544
2026-01-05T14:00:00+00:00,SKU-2001,US-East,AMER,336,False,23.543304884067105
2026-01-05T14:00:00+00:00,SKU-2001,SG,APAC,330,False,38.627191981388144
2026-01-05T14:00:00+00:00,SKU-3001,DE,EMEA,379,False,16.414616648089144
2026-01-05T14:00:00+00:00,SKU-3001,US-East,AMER,408,False,15.616886899318144
2026-01-05T14:00:00+00:00,SKU-3001,SG,APAC,428,False,25.243479369000173
2026-01-05T15:00:00+00:00,SKU-1001,DE,EMEA,326,False,67.2943122542767
2026-01-05T15:00:00+00:00,SKU-1001,US-East,AMER,406,False,61.07435913406837
2026-01-05T15:00:00+00:00,SKU-1001,SG,APAC,467,False,100.84363889544765
2026-01-05T15:00:00+00:00,SKU-4471,DE,EMEA,482,False,53.20006644221911
2026-01-05T15:00:00+00:00,SKU-4471,US-East,AMER,435,False,49.638332148196085
2026-01-05T15:00:00+00:00,SKU-4471,SG,APAC,364,False,81.76284960263793
2026-01-05T15:00:00+00:00,SKU-4472,DE,EMEA,383,False,44.48008663471423
2026-01-05T15:00:00+00:00,SKU-4472,US-East,AMER,388,False,41.13885277958929
2026-01-05T15:00:00+00:00,SKU-4472,SG,APAC,371,False,68.24318293388905
2026-01-05T15:00:00+00:00,SKU-2001,DE,EMEA,380,False,24.785457148391828
2026-01-05T15:00:00+00:00,SKU-2001,US-East,AMER,363,False,23.894823184862634
2026-01-05T15:00:00+00:00,SKU-2001,SG,APAC,379,False,38.565378990056786
2026-01-05T15:00:00+00:00,SKU-3001,DE,EMEA,333,False,16.638617378708087
2026-01-05T15:00:00+00:00,SKU-3001,US-East,AMER,462,False,15.771433271919067
2026-01-05T15:00:00+00:00,SKU-3001,SG,APAC,390,False,25.3395016808137
2026-01-05T16:00:00+00:00,SKU-1001,DE,EMEA,424,False,66.39341168747536
2026-01-05T16:00:00+00:00,SKU-1001,US-East,AMER,348,False,62.7194505555247
2026-01-05T16:00:00+00:00,SKU-1001,SG,APAC,422,False,101.51434228336365
2026-01-05T16:00:00+00:00,SKU-4471,DE,EMEA,425,False,52.11649860950203
2026-01-05T16:00:00+00:00,SKU-4471,US-East,AMER,459,False,49.01185829289741
2026-01-05T16:00:00+00:00,SKU-4471,SG,APAC,421,False,81.09732442087866
2026-01-05T16:00:00+00:00,SKU-4472,DE,EMEA,325,False,43.595753852409416
2026-01-05T16:00:00+00:00,SKU-4472,US-East,AMER,366,False,42.19728290871742
2026-01-05T16:00:00+00:00,SKU-4472,SG,APAC,386,False,68.2043278706031
2026-01-05T16:00:00+00:00,SKU-2001,DE,EMEA,406,False,25.39498692311792
2026-01-05T16:00:00+00:00,SKU-2001,US-East,AMER,390,False,23.972509784997012
2026-01-05T16:00:00+00:00,SKU-2001,SG,APAC,393,False,37.75946529609706
2026-01-05T16:00:00+00:00,SKU-3001,DE,EMEA,367,False,16.295775033565448
2026-01-05T16:00:00+00:00,SKU-3001,US-East,AMER,385,False,15.446303546689546
2026-01-05T16:00:00+00:00,SKU-3001,SG,APAC,363,False,26.0681222427414
2026-01-05T17:00:00+00:00,SKU-1001,DE,EMEA,409,False,66.22743629088676
2026-01-05T17:00:00+00:00,SKU-1001,US-East,AMER,473,False,61.66609538709948
2026-01-05T17:00:00+00:00,SKU-1001,SG,APAC,423,False,101.82428009833073
2026-01-05T17:00:00+00:00,SKU-4471,DE,EMEA,399,False,51.896137935598574
2026-01-05T17:00:00+00:00,SKU-4471,US-East,AMER,405,False,50.25637581731068
2026-01-05T17:00:00+00:00,SKU-4471,SG,APAC,448,False,81.19530158293288
2026-01-05T17:00:00+00:00,SKU-4472,DE,EMEA,433,False,43.47686606431988
2026-01-05T17:00:00+00:00,SKU-4472,US-East,AMER,282,False,42.24023067395777
2026-01-05T17:00:00+00:00,SKU-4472,SG,APAC,481,False,68.52534343231979
2026-01-05T17:00:00+00:00,SKU-2001,DE,EMEA,375,False,24.763970374446036
2026-01-05T17:00:00+00:00,SKU-2001,US-East,AMER,449,False,23.238940143196707
2026-01-05T17:00:00+00:00,SKU-2001,SG,APAC,403,False,38.6015704785536
2026-01-05T17:00:00+00:00,SKU-3001,DE,EMEA,359,False,16.847414668109277
2026-01-05T17:00:00+00:00,SKU-3001,US-East,AMER,432,False,15.937352929475427
2026-01-05T17:00:00+00:00,SKU-3001,SG,APAC,357,False,25.632481743793676
2026-01-05T18:00:00+00:00,SKU-1001,DE,EMEA,461,False,66.30257835438292
2026-01-05T18:00:00+00:00,SKU-1001,US-East,AMER,450,False,61.540785719512535
2026-01-05T18:00:00+00:00,SKU-1001,SG,APAC,396,False,100.25850059776843
2026-01-05T18:00:00+00:00,SKU-4471,DE,EMEA,380,False,52.40459467342575
2026-01-05T18:00:00+00:00,SKU-4471,US-East,AMER,395,False,49.01280701407532
2026-01-05T18:00:00+00:00,SKU-4471,SG,APAC,412,False,81.52164276746329
2026-01-05T18:00:00+00:00,SKU-4472,DE,EMEA,396,False,44.35954452637231
2026-01-05T18:00:00+00:00,SKU-4472,US-East,AMER,445,False,42.32132603885321
2026-01-05T18:00:00+00:00,SKU-4472,SG,APAC,386,False,68.55433741339579
2026-01-05T18:00:00+00:00,SKU-2001,DE,EMEA,374,False,24.729070739758146
2026-01-05T18:00:00+00:00,SKU-2001,US-East,AMER,443,False,23.487773238070712
2026-01-05T18:00:00+00:00,SKU-2001,SG,APAC,381,False,38.13449833432815
2026-01-05T18:00:00+00:00,SKU-3001,DE,EMEA,420,False,16.76671176269584
2026-01-05T18:00:00+00:00,SKU-3001,US-East,AMER,437,False,15.639947597126183
2026-01-05T18:00:00+00:00,SKU-3001,SG,APAC,432,False,25.818549480093488
2026-01-05T19:00:00+00:00,SKU-1001,DE,EMEA,458,False,65.55432315113772
2026-01-05T19:00:00+00:00,SKU-1001,US-East,AMER,425,False,62.44901284493738
2026-01-05T19:00:00+00:00,SKU-1001,SG,APAC,378,False,103.58532190212733
2026-01-05T19:00:00+00:00,SKU-4471,DE,EMEA,421,False,52.290150952900085
2026-01-05T19:00:00+00:00,SKU-4471,US-East,AMER,454,False,49.72077414913959
2026-01-05T19:00:00+00:00,SKU-4471,SG,APAC,364,False,81.72464091997787
2026-01-05T19:00:00+00:00,SKU-4472,DE,EMEA,362,False,43.617897796136255
2026-01-05T19:00:00+00:00,SKU-4472,US-East,AMER,383,False,41.7345568924285
2026-01-05T19:00:00+00:00,SKU-4472,SG,APAC,435,False,67.9584331048013
2026-01-05T19:00:00+00:00,SKU-2001,DE,EMEA,327,False,24.60962139501528
2026-01-05T19:00:00+00:00,SKU-2001,US-East,AMER,412,False,23.484213862499026
2026-01-05T19:00:00+00:00,SKU-2001,SG,APAC,395,False,37.894976750225744
2026-01-05T19:00:00+00:00,SKU-3001,DE,EMEA,384,False,16.595571208711302
2026-01-05T19:00:00+00:00,SKU-3001,US-East,AMER,423,False,15.544403024447265
2026-01-05T19:00:00+00:00,SKU-3001,SG,APAC,371,False,25.32711726967954
2026-01-05T20:00:00+00:00,SKU-1001,DE,EMEA,437,False,65.506115375442
2026-01-05T20:00:00+00:00,SKU-1001,US-East,AMER,389,False,62.18400850279596
2026-01-05T20:00:00+00:00,SKU-1001,SG,APAC,363,False,102.16715804071252
2026-01-05T20:00:00+00:00,SKU-4471,DE,EMEA,435,False,51.94990304177398
2026-01-05T20:00:00+00:00,SKU-4471,US-East,AMER,446,False,49.6100268821191
2026-01-05T20:00:00+00:00,SKU-4471,SG,APAC,428,False,82.99520001022927
2026-01-05T20:00:00+00:00,SKU-4472,DE,EMEA,490,False,44.12739023527248
2026-01-05T20:00:00+00:00,SKU-4472,US-East,AMER,403,False,41.737587900919856
2026-01-05T20:00:00+00:00,SKU-4472,SG,APAC,428,False,66.92520911392438
2026-01-05T20:00:00+00:00,SKU-2001,DE,EMEA,371,False,24.71664275760293
2026-01-05T20:00:00+00:00,SKU-2001,US-East,AMER,369,False,23.279012358655844
2026-01-05T20:00:00+00:00,SKU-2001,SG,APAC,451,False,37.80302866151239
2026-01-05T20:00:00+00:00,SKU-3001,DE,EMEA,382,False,16.40430684982592
2026-01-05T20:00:00+00:00,SKU-3001,US-East,AMER,381,False,15.511002867811358
2026-01-05T20:00:00+00:00,SKU-3001,SG,APAC,430,False,25.54547637298735
2026-01-05T21:00:00+00:00,SKU-1001,DE,EMEA,469,False,65.09940491044712
2026-01-05T21:00:00+00:00,SKU-1001,US-East,AMER,404,False,61.89729221137016
2026-01-05T21:00:00+00:00,SKU-1001,SG,APAC,409,False,103.49372080341995
2026-01-05T21:00:00+00:00,SKU-4471,DE,EMEA,354,False,52.76710264454337
