week_start,week_idx,campaign_id,product_family,region,spend,impressions,promo_flag,promo_depth
2026-01-26,4,CMP-family_b-EMEA,family_b,EMEA,3752.9634486384302,150118,False,0.0
2026-01-26,4,CMP-family_b-AMER,family_b,AMER,4873.109411187493,194924,False,0.0
2026-01-26,4,CMP-family_b-APAC,family_b,APAC,3836.6455652758186,153465,False,0.0
2026-01-26,4,CMP-family_c-EMEA,family_c,EMEA,3697.8645019498917,147914,False,0.0
2026-01-26,4,CMP-family_c-AMER,family_c,AMER,4292.330224967593,171693,False,0.0
2026-01-26,4,CMP-family_c-APAC,family_c,APAC,4000.0360288440593,160001,False,0.0
2026-01-26,4,CMP-family_d-EMEA,family_d,EMEA,3994.7783032541597,159791,False,0.0
2026-01-26,4,CMP-family_d-AMER,family_d,AMER,4800.5703304292365,192022,False,0.0
2026-01-26,4,CMP-family_d-APAC,family_d,APAC,4197.809994093376,167912,False,0.0
2026-02-02,5,CMP-family_a-EMEA,family_a,EMEA,3813.5501955008513,152542,False,0.0
2026-02-02,5,CMP-family_a-AMER,family_a,AMER,4563.94549929516,182557,False,0.0
2026-02-02,5,CMP-family_a-APAC,family_a,APAC,3773.2130706870066,150928,False,0.0
2026-02-02,5,CMP-family_b-EMEA,family_b,EMEA,4014.378134412345,160575,False,0.0
2026-02-02,5,CMP-family_b-AMER,family_b,AMER,4335.360200945045,173414,False,0.0
2026-02-02,5,CMP-family_b-APAC,family_b,APAC,3759.949688909464,150397,False,0.0
2026-02-02,5,CMP-family_c-EMEA,family_c,EMEA,4424.684386790527,176987,False,0.0
2026-02-02,5,CMP-family_c-AMER,family_c,AMER,4607.44944433787,184297,False,0.0
2026-02-02,5,CMP-family_c-APAC,family_c,APAC,4128.635722474068,165145,False,0.0
2026-02-02,5,CMP-family_d-EMEA,family_d,EMEA,4507.61967573057,180304,False,0.0
2026-02-02,5,CMP-family_d-AMER,family_d,AMER,4780.74292944883,191229,False,0.0
2026-02-02,5,CMP-family_d-APAC,family_d,APAC,3977.171479613597,159086,False,0.0
2026-02-09,6,CMP-family_a-EMEA,family_a,EMEA,4010.917990308884,160436,False,0.0
2026-02-09,6,CMP-family_a-AMER,family_a,AMER,4428.766847560106,177150,False,0.0
2026-02-09,6,CMP-family_a-APAC,family_a,APAC,4218.867688187352,168754,False,0.0
2026-02-09,6,CMP-family_b-EMEA,family_b,EMEA,3933.9442629090677,157357,False,0.0
2026-02-09,6,CMP-family_b-AMER,family_b,AMER,5005.431470887884,200217,False,0.0
2026-02-09,6,CMP-family_b-APAC,family_b,APAC,3931.0482917114746,157241,False,0.0
2026-02-09,6,CMP-family_c-EMEA,family_c,EMEA,3929.27541361524,157171,False,0.0
2026-02-09,6,CMP-family_c-AMER,family_c,AMER,4503.543197942989,180141,False,0.0
2026-02-09,6,CMP-family_c-APAC,family_c,APAC,4125.138775946859,165005,False,0.0
2026-02-09,6,CMP-family_d-EMEA,family_d,EMEA,4037.3872138857464,161495,False,0.0
2026-02-09,6,CMP-family_d-AMER,family_d,AMER,4915.429453696906,196617,False,0.0
2026-02-09,6,CMP-family_d-APAC,family_d,APAC,3889.330075474778,155573,False,0.0
2026-02-16,7,CMP-family_a-EMEA,family_a,EMEA,4058.0476289086114,162321,False,0.0
2026-02-16,7,CMP-family_a-AMER,family_a,AMER,5045.731198949208,201829,False,0.0
2026-02-16,7,CMP-family_a-APAC,family_a,APAC,3951.9236626091806,158076,False,0.0
2026-02-16,7,CMP-family_b-EMEA,family_b,EMEA,4106.522558807227,164260,False,0.0
2026-02-16,7,CMP-family_b-AMER,family_b,AMER,4961.532915237977,198461,False,0.0
2026-02-16,7,CMP-family_b-APAC,family_b,APAC,4110.689155982063,164427,False,0.0
2026-02-16,7,CMP-family_c-EMEA,family_c,EMEA,3873.0989663787855,154923,False,0.0
2026-02-16,7,CMP-family_c-AMER,family_c,AMER,4125.659495821879,165026,False,0.0
2026-02-16,7,CMP-family_c-APAC,family_c,APAC,4478.6327288999855,179145,False,0.0
2026-02-16,7,CMP-family_d-EMEA,family_d,EMEA,4086.0628564260733,163442,False,0.0
2026-02-16,7,CMP-family_d-AMER,family_d,AMER,4889.921644149617,195596,False,0.0
2026-02-16,7,CMP-family_d-APAC,family_d,APAC,3904.7372901723384,156189,False,0.0
2026-02-23,8,CMP-family_a-EMEA,family_a,EMEA,4363.696344629962,174547,False,0.0
2026-02-23,8,CMP-family_a-AMER,family_a,AMER,4719.494052844401,188779,False,0.0
2026-02-23,8,CMP-family_a-APAC,family_a,APAC,4009.95948866288,160398,False,0.0
2026-02-23,8,CMP-family_b-EMEA,family_b,EMEA,3819.6365617553524,152785,False,0.0
2026-02-23,8,CMP-family_b-AMER,family_b,AMER,4684.68248573377,187387,False,0.0
2026-02-23,8,CMP-family_b-APAC,family_b,APAC,3902.6939935137916,156107,False,0.0
2026-02-23,8,CMP-family_c-EMEA,family_c,EMEA,3955.4461641258436,158217,False,0.0
2026-02-23,8,CMP-family_c-AMER,family_c,AMER,4226.822511999775,169072,False,0.0
2026-02-23,8,CMP-family_c-APAC,family_c,APAC,3901.889213952504,156075,False,0.0
2026-02-23,8,CMP-family_d-EMEA,family_d,EMEA,4031.975806967596,161279,False,0.0
2026-02-23,8,CMP-family_d-AMER,family_d,AMER,4312.314583199288,172492,False,0.0
2026-02-23,8,CMP-family_d-APAC,family_d,APAC,4014.7793019133414,160591,False,0.0
2026-03-02,9,CMP-family_a-EMEA,family_a,EMEA,4132.658775791569,165306,False,0.0
2026-03-02,9,CMP-family_a-AMER,family_a,AMER,4529.445213639663,181177,False,0.0
2026-03-02,9,CMP-family_a-APAC,family_a,APAC,3875.8431680080794,155033,False,0.0
2026-03-02,9,CMP-family_b-EMEA,family_b,EMEA,3875.975162478077,155039,False,0.0
2026-03-02,9,CMP-family_b-AMER,family_b,AMER,4816.462730375592,192658,False,0.0
2026-03-02,9,CMP-family_b-APAC,family_b,APAC,3693.098990940218,147723,False,0.0
2026-03-02,9,CMP-family_c-EMEA,family_c,EMEA,3939.909721337885,157596,False,0.0
2026-03-02,9,CMP-family_c-AMER,family_c,AMER,4503.536825278442,180141,False,0.0
2026-03-02,9,CMP-family_c-APAC,family_c,APAC,4028.7994084918664,161151,False,0.0
2026-03-02,9,CMP-family_d-EMEA,family_d,EMEA,3986.0859826039077,159443,False,0.0
2026-03-02,9,CMP-family_d-AMER,family_d,AMER,4345.273583976458,173810,False,0.0
2026-03-02,9,CMP-family_d-APAC,family_d,APAC,4408.017897434095,176320,False,0.0
2026-03-09,10,CMP-family_a-EMEA,family_a,EMEA,4035.5223539175836,161420,False,0.0
2026-03-09,10,CMP-family_a-AMER,family_a,AMER,4291.331184795814,171653,False,0.0
2026-03-09,10,CMP-family_a-APAC,family_a,APAC,3821.713310032667,152868,False,0.0
2026-03-09,10,CMP-family_b-EMEA,family_b,EMEA,4019.5169751009,160780,False,0.0
2026-03-09,10,CMP-family_b-AMER,family_b,AMER,4740.983085824515,189639,False,0.0
2026-03-09,10,CMP-family_b-APAC,family_b,APAC,3731.568987083622,149262,False,0.0
2026-03-09,10,CMP-family_c-EMEA,family_c,EMEA,4142.267374820191,165690,False,0.0
2026-03-09,10,CMP-family_c-AMER,family_c,AMER,4284.14282093062,171365,False,0.0
2026-03-09,10,CMP-family_c-APAC,family_c,APAC,3841.1222322592744,153644,False,0.0
2026-03-09,10,CMP-family_d-EMEA,family_d,EMEA,4170.620252513639,166824,False,0.0
2026-03-09,10,CMP-family_d-AMER,family_d,AMER,4991.229362737771,199649,False,0.0
2026-03-09,10,CMP-family_d-APAC,family_d,APAC,3983.0584256756492,159322,False,0.0
2026-03-16,11,CMP-family_a-EMEA,family_a,EMEA,3938.092276518857,157523,False,0.0
2026-03-16,11,CMP-family_a-AMER,family_a,AMER,4891.616804187088,195664,False,0.0
2026-03-16,11,CMP-family_a-APAC,family_a,APAC,3785.604222614,151424,False,0.0
2026-03-16,11,CMP-family_b-EMEA,family_b,EMEA,4055.584366143599,162223,False,0.0
2026-03-16,11,CMP-family_b-AMER,family_b,AMER,4653.646481596127,186145,False,0.0
2026-03-16,11,CMP-family_b-APAC,family_b,APAC,4201.864352042142,168074,False,0.0
2026-03-16,11,CMP-family_c-EMEA,family_c,EMEA,4059.7156874666107,162388,False,0.0
2026-03-16,11,CMP-family_c-AMER,family_c,AMER,4538.72930308856,181549,False,0.0
2026-03-16,11,CMP-family_c-APAC,family_c,APAC,4122.910916877304,164916,False,0.0
2026-03-16,11,CMP-family_d-EMEA,family_d,EMEA,3774.687027673959,150987,False,0.0
2026-03-16,11,CMP-family_d-AMER,family_d,AMER,4787.237579195231,191489,False,0.0
2026-03-16,11,CMP-family_d-APAC,family_d,APAC,3865.4646981598803,154618,False,0.0
2026-03-23,12,CMP-family_a-EMEA,family_a,EMEA,3817.9268197890046,152717,False,0.0
2026-03-23,12,CMP-family_a-AMER,family_a,AMER,4515.441330279046,180617,False,0.0
2026-03-23,12,CMP-family_a-APAC,family_a,APAC,4009.200288305541,160368,False,0.0
2026-03-23,12,CMP-family_b-EMEA,family_b,EMEA,4142.1171821073485,165684,False,0.0
2026-03-23,12,CMP-family_b-AMER,family_b,AMER,4551.085745037858,182043,False,0.0
2026-03-23,12,CMP-family_b-APAC,family_b,APAC,4147.144570293698,165885,False,0.0
2026-03-23,12,CMP-family_c-EMEA,family_c,EMEA,4195.016497216434,167800,False,0.0
2026-03-23,12,CMP-family_c-AMER,family_c,AMER,4575.6754741728755,183027,False,0.0
2026-03-23,12,CMP-family_c-APAC,family_c,APAC,3803.690577893917,152147,False,0.0
2026-03-23,12,CMP-family_d-EMEA,family_d,EMEA,4183.950217844768,167358,False,0.0
2026-03-23,12,CMP-family_d-AMER,family_d,AMER,4663.353096889792,186534,False,0.0
2026-03-23,12,CMP-family_d-APAC,family_d,APAC,3576.9612929488094,143078,False,0.0
2026-03-30,13,CMP-family_a-EMEA,family_a,EMEA,3802.342269607237,152093,False,0.0
2026-03-30,13,CMP-family_a-AMER,family_a,AMER,4632.927188752496,185317,False,0.0
2026-03-30,13,CMP-family_a-APAC,family_a,APAC,3725.6188971402844,149024,False,0.0
2026-03-30,13,CMP-family_b-EMEA,family_b,EMEA,3863.715971507962,154548,False,0.0
2026-03-30,13,CMP-family_b-AMER,family_b,AMER,4206.0279076241595,168241,False,0.0
2026-03-30,13,CMP-family_b-APAC,family_b,APAC,4080.4527224455624,163218,False,0.0
2026-03-30,13,CMP-family_c-EMEA,family_c,EMEA,4048.303561352652,161932,False,0.0
2026-03-30,13,CMP-family_c-AMER,family_c,AMER,4640.50888831707,185620,False,0.0
2026-03-30,13,CMP-family_c-APAC,family_c,APAC,4289.4948126141,171579,False,0.0
2026-03-30,13,CMP-family_d-EMEA,family_d,EMEA,3929.4796658384253,157179,False,0.0
2026-03-30,13,CMP-family_d-AMER,family_d,AMER,4533.488557346736,181339,False,0.0
2026-03-30,13,CMP-family_d-APAC,family_d,APAC,4403.984656414671,176159,False,0.0
2026-04-06,14,CMP-family_a-EMEA,family_a,EMEA,3739.8274053392033,149593,False,0.0
2026-04-06,14,CMP-family_a-AMER,family_a,AMER,4767.707467793777,190708,False,0.0
2026-04-06,14,CMP-family_a-APAC,family_a,APAC,3736.980693167677,149479,False,0.0
2026-04-06,14,CMP-family_b-EMEA,family_b,EMEA,4047.251157844557,161890,False,0.0
2026-04-06,14,CMP-family_b-AMER,family_b,AMER,5086.630003761688,203465,False,0.0
2026-04-06,14,CMP-family_b-APAC,family_b,APAC,4054.271204983026,162170,False,0.0
2026-04-06,14,CMP-family_c-EMEA,family_c,EMEA,3845.6354455991727,153825,False,0.0
2026-04-06,14,CMP-family_c-AMER,family_c,AMER,5148.369693591311,205934,False,0.0
2026-04-06,14,CMP-family_c-APAC,family_c,APAC,3891.235725056983,155649,False,0.0
2026-04-06,14,CMP-family_d-EMEA,family_d,EMEA,3958.760700032627,158350,False,0.0
2026-04-06,14,CMP-family_d-AMER,family_d,AMER,4670.005573851604,186800,False,0.0
2026-04-06,14,CMP-family_d-APAC,family_d,APAC,3731.4869604940195,149259,False,0.0
2026-04-13,15,CMP-family_a-EMEA,family_a,EMEA,4223.019656769196,168920,False,0.0
2026-04-13,15,CMP-family_a-AMER,family_a,AMER,4972.329763552509,198893,False,0.0
2026-04-13,15,CMP-family_a-APAC,family_a,APAC,4151.753162959766,166070,False,0.0
2026-04-13,15,CMP-family_b-EMEA,family_b,EMEA,4066.0722053745612,162642,False,0.0
2026-04-13,15,CMP-family_b-AMER,family_b,AMER,4565.661531751618,182626,False,0.0
2026-04-13,15,CMP-family_b-APAC,family_b,APAC,4177.347116444582,167093,False,0.0
2026-04-13,15,CMP-family_c-EMEA,family_c,EMEA,3369.984343961899,134799,False,0.0
2026-04-13,15,CMP-family_c-AMER,family_c,AMER,4571.302839694257,182852,False,0.0
2026-04-13,15,CMP-family_c-APAC,family_c,APAC,4051.225145971164,162049,False,0.0
2026-04-13,15,CMP-family_d-EMEA,family_d,EMEA,3602.893961265052,144115,False,0.0
2026-04-13,15,CMP-family_d-AMER,family_d,AMER,4698.01848776048,187920,False,0.0
2026-04-13,15,CMP-family_d-APAC,family_d,APAC,3974.499003070743,158979,False,0.0
2026-04-20,16,CMP-family_a-EMEA,family_a,EMEA,3993.086805672636,159723,False,0.0
2026-04-20,16,CMP-family_a-AMER,family_a,AMER,4623.319983765328,184932,False,0.0
2026-04-20,16,CMP-family_a-APAC,family_a,APAC,4115.027402866107,164601,False,0.0
2026-04-20,16,CMP-family_b-EMEA,family_b,EMEA,4091.5925084602327,163663,False,0.0
2026-04-20,16,CMP-family_b-AMER,family_b,AMER,4361.4090433029605,174456,False,0.0
2026-04-20,16,CMP-family_b-APAC,family_b,APAC,3976.607604592033,159064,False,0.0
2026-04-20,16,CMP-family_c-EMEA,family_c,EMEA,3963.5803349884595,158543,False,0.0
2026-04-20,16,CMP-family_c-AMER,family_c,AMER,4608.837160852756,184353,False,0.0
2026-04-20,16,CMP-family_c-APAC,family_c,APAC,3881.7817418969844,155271,False,0.0
2026-04-20,16,CMP-family_d-EMEA,family_d,EMEA,4193.970782460942,167758,False,0.0
2026-04-20,16,CMP-family_d-AMER,family_d,AMER,4900.046124333195,196001,False,0.0
2026-04-20,16,CMP-family_d-APAC,family_d,APAC,4304.339956592962,172173,False,0.0
2026-04-27,17,CMP-family_a-EMEA,family_a,EMEA,4381.130454939553,175245,False,0.0
2026-04-27,17,CMP-family_a-AMER,family_a,AMER,4943.454550685632,197738,False,0.0
2026-04-27,17,CMP-family_a-APAC,family_a,APAC,3908.013673337029,156320,False,0.0
2026-04-27,17,CMP-family_b-EMEA,family_b,EMEA,3877.124625488713,155084,False,0.0
2026-04-27,17,CMP-family_b-AMER,family_b,AMER,4508.543044819924,180341,False,0.0
2026-04-27,17,CMP-family_b-APAC,family_b,APAC,4111.687708795977,164467,False,0.0
2026-04-27,17,CMP-family_c-EMEA,family_c,EMEA,3974.0338711001136,158961,False,0.0
2026-04-27,17,CMP-family_c-AMER,family_c,AMER,4827.951522605944,193118,False,0.0
2026-04-27,17,CMP-family_c-APAC,family_c,APAC,4330.078297757418,173203,False,0.0
2026-04-27,17,CMP-family_d-EMEA,family_d,EMEA,3913.9477520696323,156557,False,0.0
2026-04-27,17,CMP-family_d-AMER,family_d,AMER,4825.332777149692,193013,False,0.0
2026-04-27,17,CMP-family_d-APAC,family_d,APAC,3921.411042485881,156856,False,0.0
2026-05-04,18,CMP-family_a-EMEA,family_a,EMEA,3746.7004996507276,149868,False,0.0
2026-05-04,18,CMP-family_a-AMER,family_a,AMER,4308.165987378056,172326,False,0.0
2026-05-04,18,CMP-family_a-APAC,family_a,APAC,3936.174070439135,157446,False,0.0
2026-05-04,18,CMP-family_b-EMEA,family_b,EMEA,3620.1798116230498,144807,False,0.0
2026-05-04,18,CMP-family_b-AMER,family_b,AMER,4714.841411201014,188593,False,0.0
2026-05-04,18,CMP-family_b-APAC,family_b,APAC,4302.13620089382,172085,False,0.0
2026-05-04,18,CMP-family_c-EMEA,family_c,EMEA,3766.9875784708956,150679,False,0.0
2026-05-04,18,CMP-family_c-AMER,family_c,AMER,4523.107758778028,180924,False,0.0
2026-05-04,18,CMP-family_c-APAC,family_c,APAC,4308.711662003743,172348,False,0.0
2026-05-04,18,CMP-family_d-EMEA,family_d,EMEA,4069.446399278121,162777,False,0.0
2026-05-04,18,CMP-family_d-AMER,family_d,AMER,4645.003323691049,185800,False,0.0
2026-05-04,18,CMP-family_d-APAC,family_d,APAC,3947.6932027400326,157907,False,0.0
2026-05-11,19,CMP-family_a-EMEA,family_a,EMEA,4203.731758897711,168149,False,0.0
2026-05-11,19,CMP-family_a-AMER,family_a,AMER,4675.725736517494,187029,False,0.0
2026-05-11,19,CMP-family_a-APAC,family_a,APAC,3783.162455580457,151326,False,0.0
2026-05-11,19,CMP-family_b-EMEA,family_b,EMEA,3513.581339592978,140543,False,0.0
2026-05-11,19,CMP-family_b-AMER,family_b,AMER,3983.2107715477746,159328,False,0.0
2026-05-11,19,CMP-family_b-APAC,family_b,APAC,4131.534289511977,165261,False,0.0
2026-05-11,19,CMP-family_c-EMEA,family_c,EMEA,3946.783104120045,157871,False,0.0
2026-05-11,19,CMP-family_c-AMER,family_c,AMER,4933.0698508093055,197322,False,0.0
2026-05-11,19,CMP-family_c-APAC,family_c,APAC,4101.998906584671,164079,False,0.0
2026-05-11,19,CMP-family_d-EMEA,family_d,EMEA,3745.5926009452614,149823,False,0.0
2026-05-11,19,CMP-family_d-AMER,family_d,AMER,4666.789454623796,186671,False,0.0
2026-05-11,19,CMP-family_d-APAC,family_d,APAC,4238.372319202582,169534,False,0.0
2026-05-18,20,CMP-family_a-EMEA,family_a,EMEA,3819.648662468739,152785,False,0.0
2026-05-18,20,CMP-family_a-AMER,family_a,AMER,4482.9892556798595,179319,False,0.0
2026-05-18,20,CMP-family_a-APAC,family_a,APAC,4348.197435492223,173927,False,0.0
2026-05-18,20,CMP-family_b-EMEA,family_b,EMEA,3650.721598394255,146028,False,0.0
2026-05-18,20,CMP-family_b-AMER,family_b,AMER,4349.2340099303665,173969,False,0.0
2026-05-18,20,CMP-family_b-APAC,family_b,APAC,4210.007973426979,168400,False,0.0
2026-05-18,20,CMP-family_c-EMEA,family_c,EMEA,4039.7991471413893,161591,False,0.0
2026-05-18,20,CMP-family_c-AMER,family_c,AMER,4337.227103535325,173489,False,0.0
2026-05-18,20,CMP-family_c-APAC,family_c,APAC,3708.950917728976,148358,False,0.0
2026-05-18,20,CMP-family_d-EMEA,family_d,EMEA,4092.690950830374,163707,False,0.0
2026-05-18,20,CMP-family_d-AMER,family_d,AMER,4879.28199208948,195171,False,0.0
2026-05-18,20,CMP-family_d-APAC,family_d,APAC,4165.316902504289,166612,False,0.0
2026-05-25,21,CMP-family_a-EMEA,family_a,EMEA,4082.237064950512,163289,False,0.0
2026-05-25,21,CMP-family_a-AMER,family_a,AMER,4943.958844192144,197758,False,0.0
2026-05-25,21,CMP-family_a-APAC,family_a,APAC,4062.2285596364395,162489,False,0.0
2026-05-25,21,CMP-family_b-EMEA,family_b,EMEA,3833.5045509605598,153340,False,0.0
2026-05-25,21,CMP-family_b-AMER,family_b,AMER,5067.332489297703,202693,False,0.0
2026-05-25,21,CMP-family_b-APAC,family_b,APAC,3753.1891794818657,150127,False,0.0
2026-05-25,21,CMP-family_c-EMEA,family_c,EMEA,3973.0922963467,158923,False,0.0
2026-05-25,21,CMP-family_c-AMER,family_c,AMER,4583.194517291703,183327,False,0.0
2026-05-25,21,CMP-family_c-APAC,family_c,APAC,4286.227257595782,171449,False,0.0
2026-05-25,21,CMP-family_d-EMEA,family_d,EMEA,3847.25935196357,153890,False,0.0
2026-05-25,21,CMP-family_d-AMER,family_d,AMER,4536.354371944785,181454,False,0.0
2026-05-25,21,CMP-family_d-APAC,family_d,APAC,3643.918716633202,145756,False,0.0
2026-06-01,22,CMP-family_a-EMEA,family_a,EMEA,4067.506960871678,162700,False,0.0
2026-06-01,22,CMP-family_a-AMER,family_a,AMER,4702.387372088827,188095,False,0.0
2026-06-01,22,CMP-family_a-APAC,family_a,APAC,4130.135460011328,165205,False,0.0
2026-06-01,22,CMP-family_b-EMEA,family_b,EMEA,3814.6532329156316,152586,False,0.0
2026-06-01,22,CMP-family_b-AMER,family_b,AMER,4654.363399069329,186174,False,0.0
2026-06-01,22,CMP-family_b-APAC,family_b,APAC,3823.1710308151855,152926,False,0.0
2026-06-01,22,CMP-family_c-EMEA,family_c,EMEA,3904.1762277573694,156167,False,0.0
2026-06-01,22,CMP-family_c-AMER,family_c,AMER,4581.926613944073,183277,False,0.0
2026-06-01,22,CMP-family_c-APAC,family_c,APAC,4258.529293452386,170341,False,0.0
2026-06-01,22,CMP-family_d-EMEA,family_d,EMEA,3911.943718636822,156477,False,0.0
2026-06-01,22,CMP-family_d-AMER,family_d,AMER,4640.013766007099,185600,False,0.0
2026-06-01,22,CMP-family_d-APAC,family_d,APAC,3830.5131510000233,153220,False,0.0
2026-06-08,23,CMP-family_a-EMEA,family_a,EMEA,3885.3431161077597,155413,False,0.0
2026-06-08,23,CMP-family_a-AMER,family_a,AMER,4437.806680906408,177512,False,0.0
2026-06-08,23,CMP-family_a-APAC,family_a,APAC,3967.3903628714806,158695,False,0.0
2026-06-08,23,CMP-family_b-EMEA,family_b,EMEA,4152.374120309768,166094,False,0.0
2026-06-08,23,CMP-family_b-AMER,family_b,AMER,4344.400382595146,173776,False,0.0
2026-06-08,23,CMP-family_b-APAC,family_b,APAC,4142.546763225169,165701,False,0.0
2026-06-08,23,CMP-family_c-EMEA,family_c,EMEA,3808.2128711236646,152328,False,0.0
2026-06-08,23,CMP-family_c-AMER,family_c,AMER,4675.211728208964,187008,False,0.0
2026-06-08,23,CMP-family_c-APAC,family_c,APAC,3887.825806866746,155513,False,0.0
2026-06-08,23,CMP-family_d-EMEA,family_d,EMEA,3937.5516394575466,157502,False,0.0
2026-06-08,23,CMP-family_d-AMER,family_d,AMER,4507.5010760136465,180300,False,0.0
2026-06-08,23,CMP-family_d-APAC,family_d,APAC,4217.412265780529,168696,False,0.0
2026-06-15,24,CMP-family_a-EMEA,family_a,EMEA,4047.893229209052,161915,False,0.0
2026-06-15,24,CMP-family_a-AMER,family_a,AMER,4842.877073782062,193715,False,0.0
2026-06-15,24,CMP-family_a-APAC,family_a,APAC,3923.319939120445,156932,False,0.0
2026-06-15,24,CMP-family_b-EMEA,family_b,EMEA,3948.3479284333525,157933,False,0.0
2026-06-15,24,CMP-family_b-AMER,family_b,AMER,4966.244802907448,198649,False,0.0
2026-06-15,24,CMP-family_b-APAC,family_b,APAC,3665.9077203402694,146636,False,0.0
2026-06-15,24,CMP-family_c-EMEA,family_c,EMEA,3819.7063621397047,152788,False,0.0
2026-06-15,24,CMP-family_c-AMER,family_c,AMER,4553.659683846407,182146,False,0.0
2026-06-15,24,CMP-family_c-APAC,family_c,APAC,4359.544540039619,174381,False,0.0
2026-06-15,24,CMP-family_d-EMEA,family_d,EMEA,3873.320095913563,154932,False,0.0
2026-06-15,24,CMP-family_d-AMER,family_d,AMER,4777.086457574747,191083,False,0.0
2026-06-15,24,CMP-family_d-APAC,family_d,APAC,4311.664374623375,172466,False,0.0
2026-06-22,25,CMP-family_a-EMEA,family_a,EMEA,3947.8250921088024,157913,False,0.0
2026-06-22,25,CMP-family_a-AMER,family_a,AMER,4554.3737282678585,182174,False,0.0
2026-06-22,25,CMP-family_a-APAC,family_a,APAC,4329.234166917521,173169,False,0.0
2026-06-22,25,CMP-family_b-EMEA,family_b,EMEA,3884.2429544049155,155369,False,0.0
2026-06-22,25,CMP-family_b-AMER,family_b,AMER,4351.910616602106,174076,False,0.0
2026-06-22,25,CMP-family_b-APAC,family_b,APAC,4160.592605203866,166423,False,0.0
2026-06-22,25,CMP-family_c-EMEA,family_c,EMEA,3891.6223625807224,155664,False,0.0
2026-06-22,25,CMP-family_c-AMER,family_c,AMER,4892.602378012636,195704,False,0.0
