date,week_start,week_idx,region,channel,category,product_family,sku,customer_segment,units,gross_amount,discount_amount,returns_amount,net_revenue
2026-01-05,2026-01-05,1,EMEA,direct,Electronics,family_b,SKU-4472,Enterprise,1.1603777612767863,92.83022090214291,0.0,1.856604418042858,90.97361648410005
2026-01-05,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4472,Consumer,1.5620469863341353,109.96810783792313,0.0,2.1993621567584625,107.76874568116466
2026-01-05,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4472,SMB,0.9372281918004811,65.98086470275388,0.0,1.3196172940550774,64.6612474086988
2026-01-05,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4472,Enterprise,0.6248187945336542,43.98724313516925,0.0,0.879744862703385,43.10749827246587
2026-01-05,2026-01-05,1,EMEA,direct,Home,family_c,SKU-2001,Consumer,2.8468505661490493,128.1082754767072,0.0,2.562165509534144,125.54610996717307
2026-01-05,2026-01-05,1,EMEA,direct,Home,family_c,SKU-2001,SMB,1.7081103396894295,76.86496528602432,0.0,1.5372993057204865,75.32766598030383
2026-01-05,2026-01-05,1,EMEA,direct,Home,family_c,SKU-2001,Enterprise,1.1387402264596198,51.243310190682884,0.0,1.0248662038136576,50.218443986869225
2026-01-05,2026-01-05,1,EMEA,marketplace,Home,family_c,SKU-2001,Consumer,1.5329195356187189,60.70361361050127,0.0,1.2140722722100254,59.48954133829125
2026-01-05,2026-01-05,1,EMEA,marketplace,Home,family_c,SKU-2001,SMB,0.9197517213712313,36.422168166300764,0.0,0.7284433633260152,35.69372480297475
2026-01-05,2026-01-05,1,EMEA,marketplace,Home,family_c,SKU-2001,Enterprise,0.6131678142474876,24.28144544420051,0.0,0.4856289088840102,23.7958165353165
2026-01-05,2026-01-05,1,EMEA,direct,Apparel,family_d,SKU-3001,Consumer,2.8851026386011815,86.55307915803544,0.0,1.731061583160709,84.82201757487474
2026-01-05,2026-01-05,1,EMEA,direct,Apparel,family_d,SKU-3001,SMB,1.7310615831607088,51.93184749482126,0.0,1.0386369498964254,50.893210544924834
2026-01-05,2026-01-05,1,EMEA,direct,Apparel,family_d,SKU-3001,Enterprise,1.1540410554404728,34.62123166321418,0.0,0.6924246332642836,33.9288070299499
2026-01-05,2026-01-05,1,EMEA,marketplace,Apparel,family_d,SKU-3001,Consumer,1.553516805400636,41.01284366257679,0.0,0.8202568732515358,40.192586789325254
2026-01-05,2026-01-05,1,EMEA,marketplace,Apparel,family_d,SKU-3001,SMB,0.9321100832403816,24.607706197546076,0.0,0.4921541239509215,24.115552073595154
2026-01-05,2026-01-05,1,EMEA,marketplace,Apparel,family_d,SKU-3001,Enterprise,0.6214067221602545,16.405137465030716,0.0,0.32810274930061434,16.0770347157301
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_a,SKU-1001,Consumer,3.26368046701892,391.64165604227037,0.0,7.832833120845407,383.80882292142496
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_a,SKU-1001,SMB,1.9582082802113518,234.98499362536222,0.0,4.699699872507244,230.28529375285498
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_a,SKU-1001,Enterprise,1.305472186807568,156.65666241690815,0.0,3.1331332483381633,153.52352916856998
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_a,SKU-1001,Consumer,1.7573664053178797,185.57789240156808,0.0,3.7115578480313616,181.86633455353672
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_a,SKU-1001,SMB,1.0544198431907277,111.34673544094085,0.0,2.226934708818817,109.11980073212203
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_a,SKU-1001,Enterprise,0.7029465621271519,74.23115696062723,0.0,1.4846231392125446,72.74653382141469
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4471,Consumer,3.369819241297114,320.1328279232258,0.0,6.402656558464517,313.7301713647613
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4471,SMB,2.0218915447782684,192.07969675393548,0.0,3.84159393507871,188.23810281885676
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4471,Enterprise,1.3479276965188456,128.05313116929034,0.0,2.5610626233858067,125.49206854590453
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4471,Consumer,1.8145180530061382,151.69370923131314,0.0,3.0338741846262627,148.65983504668688
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4471,SMB,1.0887108318036829,91.01622553878788,0.0,1.8203245107757575,89.19590102801212
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4471,Enterprise,0.7258072212024553,60.67748369252526,0.0,1.2135496738505052,59.46393401867475
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4472,Consumer,3.4989944709670224,279.9195576773618,0.0,5.598391153547237,274.32116652381455
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4472,SMB,2.0993966825802133,167.9517346064171,0.0,3.359034692128342,164.59269991428874
2026-01-05,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4472,Enterprise,1.3995977883868091,111.96782307094473,0.0,2.2393564614188946,109.72846660952584
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4472,Consumer,1.8840739459053195,132.6388057917345,0.0,2.65277611583469,129.98602967589983
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4472,SMB,1.1304443675431917,79.5832834750407,0.0,1.591665669500814,77.99161780553989
2026-01-05,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4472,Enterprise,0.7536295783621278,53.05552231669381,0.0,1.061110446333876,51.99441187035993
2026-01-05,2026-01-05,1,AMER,direct,Home,family_c,SKU-2001,Consumer,3.3140802096966886,149.13360943635098,0.0,2.98267218872702,146.15093724762397
2026-01-05,2026-01-05,1,AMER,direct,Home,family_c,SKU-2001,SMB,1.9884481258180131,89.48016566181059,0.0,1.789603313236212,87.69056234857437
2026-01-05,2026-01-05,1,AMER,direct,Home,family_c,SKU-2001,Enterprise,1.3256320838786755,59.65344377454039,0.0,1.1930688754908079,58.46037489904958
2026-01-05,2026-01-05,1,AMER,marketplace,Home,family_c,SKU-2001,Consumer,1.7845047282982167,70.66638724060938,0.0,1.4133277448121877,69.25305949579719
2026-01-05,2026-01-05,1,AMER,marketplace,Home,family_c,SKU-2001,SMB,1.07070283697893,42.39983234436563,0.0,0.8479966468873126,41.55183569747832
2026-01-05,2026-01-05,1,AMER,marketplace,Home,family_c,SKU-2001,Enterprise,0.7138018913192867,28.266554896243754,0.0,0.5653310979248751,27.70122379831888
2026-01-05,2026-01-05,1,AMER,direct,Apparel,family_d,SKU-3001,Consumer,3.3011363266719203,99.0340898001576,0.0,1.9806817960031522,97.05340800415445
2026-01-05,2026-01-05,1,AMER,direct,Apparel,family_d,SKU-3001,SMB,1.980681796003152,59.420453880094556,0.0,1.1884090776018912,58.232044802492666
2026-01-05,2026-01-05,1,AMER,direct,Apparel,family_d,SKU-3001,Enterprise,1.3204545306687683,39.61363592006305,0.0,0.7922727184012609,38.82136320166178
2026-01-05,2026-01-05,1,AMER,marketplace,Apparel,family_d,SKU-3001,Consumer,1.7775349451310338,46.92692255145929,0.0,0.9385384510291859,45.9883841004301
2026-01-05,2026-01-05,1,AMER,marketplace,Apparel,family_d,SKU-3001,SMB,1.0665209670786202,28.156153530875574,0.0,0.5631230706175115,27.593030460258063
2026-01-05,2026-01-05,1,AMER,marketplace,Apparel,family_d,SKU-3001,Enterprise,0.7110139780524136,18.770769020583717,0.0,0.3754153804116744,18.395353640172043
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_a,SKU-1001,Consumer,2.5227860939181883,302.7343312701826,0.0,6.054686625403653,296.679644644779
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_a,SKU-1001,SMB,1.513671656350913,181.64059876210956,0.0,3.6328119752421912,178.00778678686737
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_a,SKU-1001,Enterprise,1.0091144375672754,121.09373250807306,0.0,2.4218746501614614,118.6718578579116
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_a,SKU-1001,Consumer,1.3584232813405628,143.44949850956343,0.0,2.8689899701912687,140.58050853937215
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_a,SKU-1001,SMB,0.8150539688043377,86.06969910573805,0.0,1.7213939821147612,84.34830512362329
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_a,SKU-1001,Enterprise,0.5433693125362251,57.37979940382537,0.0,1.1475959880765074,56.23220341574886
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4471,Consumer,2.5128693097211388,238.72258442350818,0.0,4.7744516884701635,233.94813273503803
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4471,SMB,1.5077215858326831,143.2335506541049,0.0,2.864671013082098,140.3688796410228
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4471,Enterprise,1.0051477238884556,95.48903376940328,0.0,1.9097806753880655,93.57925309401521
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4471,Consumer,1.3530834744652285,113.1177784652931,0.0,2.262355569305862,110.85542289598723
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4471,SMB,0.8118500846791371,67.87066707917586,0.0,1.357413341583517,66.51325373759234
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4471,Enterprise,0.5412333897860914,45.24711138611724,0.0,0.9049422277223448,44.342169158394896
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4472,Consumer,2.4941125852971306,199.52900682377046,0.0,3.990580136475409,195.53842668729504
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4472,SMB,1.4964675511782783,119.71740409426226,0.0,2.3943480818852456,117.32305601237702
2026-01-05,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4472,Enterprise,0.9976450341188523,79.8116027295082,0.0,1.5962320545901638,78.21537067491803
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4472,Consumer,1.342983699775378,94.54605246418662,0.0,1.8909210492837323,92.65513141490288
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4472,SMB,0.8057902198652267,56.72763147851197,0.0,1.1345526295702393,55.59307884894173
2026-01-05,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4472,Enterprise,0.5371934799101512,37.81842098567465,0.0,0.756368419713493,37.06205256596115
2026-01-05,2026-01-05,1,APAC,direct,Home,family_c,SKU-2001,Consumer,2.416848714715327,108.7581921621897,0.0,2.175163843243794,106.5830283189459
2026-01-05,2026-01-05,1,APAC,direct,Home,family_c,SKU-2001,SMB,1.4501092288291961,65.25491529731381,0.0,1.3050983059462762,63.94981699136754
2026-01-05,2026-01-05,1,APAC,direct,Home,family_c,SKU-2001,Enterprise,0.9667394858861308,43.503276864875886,0.0,0.8700655372975176,42.633211327578366
2026-01-05,2026-01-05,1,APAC,marketplace,Home,family_c,SKU-2001,Consumer,1.3013800771544066,51.534651055314505,0.0,1.0306930211062901,50.50395803420822
2026-01-05,2026-01-05,1,APAC,marketplace,Home,family_c,SKU-2001,SMB,0.7808280462926439,30.9207906331887,0.0,0.6184158126637741,30.30237482052493
2026-01-05,2026-01-05,1,APAC,marketplace,Home,family_c,SKU-2001,Enterprise,0.5205520308617627,20.613860422125803,0.0,0.4122772084425161,20.20158321368329
2026-01-05,2026-01-05,1,APAC,direct,Apparel,family_d,SKU-3001,Consumer,2.4840681796920205,74.52204539076061,0.0,1.4904409078152123,73.0316044829454
2026-01-05,2026-01-05,1,APAC,direct,Apparel,family_d,SKU-3001,SMB,1.4904409078152123,44.71322723445636,0.0,0.8942645446891274,43.81896268976723
2026-01-05,2026-01-05,1,APAC,direct,Apparel,family_d,SKU-3001,Enterprise,0.9936272718768082,29.808818156304245,0.0,0.5961763631260849,29.21264179317816
2026-01-05,2026-01-05,1,APAC,marketplace,Apparel,family_d,SKU-3001,Consumer,1.3375751736803188,35.31198458516041,0.0,0.7062396917032082,34.6057448934572
2026-01-05,2026-01-05,1,APAC,marketplace,Apparel,family_d,SKU-3001,SMB,0.8025451042081913,21.187190751096246,0.0,0.42374381502192493,20.76344693607432
2026-01-05,2026-01-05,1,APAC,marketplace,Apparel,family_d,SKU-3001,Enterprise,0.5350300694721275,14.124793834064164,0.0,0.2824958766812833,13.84229795738288
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_a,SKU-1001,Consumer,2.986012855313715,358.3215426376458,0.0,7.166430852752916,351.1551117848929
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_a,SKU-1001,SMB,1.791607713188229,214.99292558258747,0.0,4.29985851165175,210.6930670709357
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_a,SKU-1001,Enterprise,1.194405142125486,143.32861705505832,0.0,2.8665723411011665,140.46204471395714
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_a,SKU-1001,Consumer,1.6078530759381542,169.78928481906908,0.0,3.3957856963813815,166.3934991226877
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_a,SKU-1001,SMB,0.9647118455628925,101.87357089144145,0.0,2.037471417828829,99.83609947361262
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_a,SKU-1001,Enterprise,0.6431412303752617,67.91571392762764,0.0,1.3583142785525526,66.55739964907508
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_b,SKU-4471,Consumer,2.807045173475734,266.6692914801947,0.0,5.333385829603895,261.3359056505908
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_b,SKU-4471,SMB,1.6842271040854402,160.00157488811683,0.0,3.2000314977623368,156.8015433903545
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_b,SKU-4471,Enterprise,1.1228180693902936,106.6677165920779,0.0,2.133354331841558,104.53436226023634
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4471,Consumer,1.5114858626407797,126.36021811676918,0.0,2.5272043623353837,123.8330137544338
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4471,SMB,0.9068915175844677,75.8161308700615,0.0,1.51632261740123,74.29980825266027
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4471,Enterprise,0.6045943450563119,50.544087246707676,0.0,1.0108817449341536,49.53320550177352
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_b,SKU-4472,Consumer,2.8848442169687205,230.78753735749763,0.0,4.615750747149953,226.17178661034768
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_b,SKU-4472,SMB,1.7309065301812323,138.47252241449857,0.0,2.7694504482899718,135.7030719662086
2026-01-06,2026-01-05,1,EMEA,direct,Electronics,family_b,SKU-4472,Enterprise,1.1539376867874882,92.31501494299906,0.0,1.8463002988599813,90.46871464413907
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4472,Consumer,1.5533776552908494,109.3577869324758,0.0,2.187155738649516,107.17063119382628
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4472,SMB,0.9320265931745095,65.61467215948548,0.0,1.3122934431897095,64.30237871629576
2026-01-06,2026-01-05,1,EMEA,marketplace,Electronics,family_b,SKU-4472,Enterprise,0.6213510621163398,43.743114772990324,0.0,0.8748622954598064,42.86825247753052
2026-01-06,2026-01-05,1,EMEA,direct,Home,family_c,SKU-2001,Consumer,2.7581677045824757,124.11754670621141,0.0,2.4823509341242285,121.63519577208719
2026-01-06,2026-01-05,1,EMEA,direct,Home,family_c,SKU-2001,SMB,1.6549006227494854,74.47052802372684,0.0,1.4894105604745371,72.9811174632523
2026-01-06,2026-01-05,1,EMEA,direct,Home,family_c,SKU-2001,Enterprise,1.1032670818329904,49.64701868248457,0.0,0.9929403736496915,48.65407830883488
2026-01-06,2026-01-05,1,EMEA,marketplace,Home,family_c,SKU-2001,Consumer,1.48516722554441,58.81262213155863,0.0,1.1762524426311727,57.63636968892746
2026-01-06,2026-01-05,1,EMEA,marketplace,Home,family_c,SKU-2001,SMB,0.8911003353266459,35.28757327893518,0.0,0.7057514655787036,34.58182181335648
2026-01-06,2026-01-05,1,EMEA,marketplace,Home,family_c,SKU-2001,Enterprise,0.594066890217764,23.525048852623456,0.0,0.47050097705246907,23.054547875570986
2026-01-06,2026-01-05,1,EMEA,direct,Apparel,family_d,SKU-3001,Consumer,2.811843063333868,84.35529190001604,0.0,1.6871058380003208,82.66818606201572
2026-01-06,2026-01-05,1,EMEA,direct,Apparel,family_d,SKU-3001,SMB,1.6871058380003208,50.61317514000962,0.0,1.0122635028001925,49.60091163720943
2026-01-06,2026-01-05,1,EMEA,direct,Apparel,family_d,SKU-3001,Enterprise,1.1247372253335473,33.74211676000642,0.0,0.6748423352001284,33.06727442480629
2026-01-06,2026-01-05,1,EMEA,marketplace,Apparel,family_d,SKU-3001,Consumer,1.5140693417951596,39.97143062339221,0.0,0.7994286124678442,39.172002010924366
2026-01-06,2026-01-05,1,EMEA,marketplace,Apparel,family_d,SKU-3001,SMB,0.9084416050770957,23.982858374035324,0.0,0.4796571674807065,23.503201206554618
2026-01-06,2026-01-05,1,EMEA,marketplace,Apparel,family_d,SKU-3001,Enterprise,0.6056277367180639,15.988572249356885,0.0,0.3197714449871377,15.668800804369747
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_a,SKU-1001,Consumer,3.177895912998842,381.34750955986107,0.0,7.6269501911972215,373.7205593686638
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_a,SKU-1001,SMB,1.9067375477993052,228.80850573591664,0.0,4.576170114718333,224.2323356211983
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_a,SKU-1001,Enterprise,1.271158365199537,152.53900382394443,0.0,3.0507800764788886,149.48822374746553
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_a,SKU-1001,Consumer,1.7111747223839917,180.7000506837495,0.0,3.61400101367499,177.08604967007452
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_a,SKU-1001,SMB,1.026704833430395,108.42003041024971,0.0,2.168400608204994,106.25162980204472
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_a,SKU-1001,Enterprise,0.6844698889535967,72.2800202734998,0.0,1.445600405469996,70.83441986802981
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4471,Consumer,3.340026366235426,317.3025047923655,0.0,6.34605009584731,310.95645469651816
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4471,SMB,2.0040158197412556,190.38150287541927,0.0,3.8076300575083857,186.57387281791088
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4471,Enterprise,1.3360105464941705,126.9210019169462,0.0,2.538420038338924,124.38258187860727
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4471,Consumer,1.798475735665229,150.35257150161314,0.0,3.007051430032263,147.3455200715809
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4471,SMB,1.0790854413991373,90.21154290096788,0.0,1.8042308580193576,88.40731204294853
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4471,Enterprise,0.7193902942660917,60.14102860064526,0.0,1.2028205720129053,58.93820802863235
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4472,Consumer,3.2358488069413123,258.86790455530496,0.0,5.1773580911060995,253.69054646419886
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4472,SMB,1.9415092841647872,155.32074273318298,0.0,3.1064148546636594,152.21432787851933
2026-01-06,2026-01-05,1,AMER,direct,Electronics,family_b,SKU-4472,Enterprise,1.294339522776525,103.54716182212199,0.0,2.07094323644244,101.47621858567955
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4472,Consumer,1.7423801268145527,122.66356092774451,0.0,2.45327121855489,120.21028970918962
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4472,SMB,1.0454280760887316,73.59813655664671,0.0,1.471962731132934,72.12617382551377
2026-01-06,2026-01-05,1,AMER,marketplace,Electronics,family_b,SKU-4472,Enterprise,0.6969520507258211,49.065424371097805,0.0,0.9813084874219561,48.08411588367585
2026-01-06,2026-01-05,1,AMER,direct,Home,family_c,SKU-2001,Consumer,3.3911239646095943,152.60057840743175,0.0,3.052011568148635,149.54856683928313
2026-01-06,2026-01-05,1,AMER,direct,Home,family_c,SKU-2001,SMB,2.0346743787657564,91.56034704445905,0.0,1.831206940889181,89.72914010356988
2026-01-06,2026-01-05,1,AMER,direct,Home,family_c,SKU-2001,Enterprise,1.356449585843838,61.040231362972705,0.0,1.2208046272594542,59.81942673571325
2026-01-06,2026-01-05,1,AMER,marketplace,Home,family_c,SKU-2001,Consumer,1.8259898270974737,72.30919715305996,0.0,1.4461839430611991,70.86301320999875
2026-01-06,2026-01-05,1,AMER,marketplace,Home,family_c,SKU-2001,SMB,1.0955938962584841,43.38551829183597,0.0,0.8677103658367195,42.51780792599925
2026-01-06,2026-01-05,1,AMER,marketplace,Home,family_c,SKU-2001,Enterprise,0.7303959308389896,28.923678861223983,0.0,0.5784735772244797,28.345205283999505
2026-01-06,2026-01-05,1,AMER,direct,Apparel,family_d,SKU-3001,Consumer,3.379568144028967,101.38704432086901,0.0,2.02774088641738,99.35930343445163
2026-01-06,2026-01-05,1,AMER,direct,Apparel,family_d,SKU-3001,SMB,2.02774088641738,60.8322265925214,0.0,1.216644531850428,59.615582060670974
2026-01-06,2026-01-05,1,AMER,direct,Apparel,family_d,SKU-3001,Enterprise,1.3518272576115868,40.55481772834761,0.0,0.8110963545669521,39.74372137378066
2026-01-06,2026-01-05,1,AMER,marketplace,Apparel,family_d,SKU-3001,Consumer,1.8197674621694435,48.041861001273304,0.0,0.9608372200254661,47.081023781247836
2026-01-06,2026-01-05,1,AMER,marketplace,Apparel,family_d,SKU-3001,SMB,1.091860477301666,28.82511660076398,0.0,0.5765023320152797,28.2486142687487
2026-01-06,2026-01-05,1,AMER,marketplace,Apparel,family_d,SKU-3001,Enterprise,0.7279069848677775,19.216744400509324,0.0,0.38433488801018645,18.832409512499137
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_a,SKU-1001,Consumer,2.472307288167413,296.67687458008953,0.0,5.933537491601791,290.74333708848775
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_a,SKU-1001,SMB,1.4833843729004477,178.0061247480537,0.0,3.560122494961074,174.44600225309264
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_a,SKU-1001,Enterprise,0.9889229152669652,118.67074983203582,0.0,2.3734149966407165,116.2973348353951
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_a,SKU-1001,Consumer,1.3312423859362992,140.5791959548732,0.0,2.811583919097464,137.76761203577573
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_a,SKU-1001,SMB,0.7987454315617795,84.34751757292392,0.0,1.6869503514584785,82.66056722146544
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_a,SKU-1001,Enterprise,0.5324969543745197,56.23167838194928,0.0,1.1246335676389856,55.10704481431029
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4471,Consumer,2.298531185069175,218.36046258157165,0.0,4.367209251631433,213.99325332994022
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4471,SMB,1.379118711041505,131.01627754894298,0.0,2.6203255509788597,128.39595199796412
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4471,Enterprise,0.9194124740276701,87.34418503262867,0.0,1.7468837006525733,85.5973013319761
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4471,Consumer,1.237670638114171,103.4692653463447,0.0,2.069385306926894,101.39988003941781
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4471,SMB,0.7426023828685027,62.08155920780682,0.0,1.2416311841561365,60.839928023650685
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4471,Enterprise,0.49506825524566844,41.38770613853788,0.0,0.8277541227707577,40.559952015767124
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4472,Consumer,2.4460702436310386,195.68561949048308,0.0,3.9137123898096617,191.77190710067342
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4472,SMB,1.467642146178623,117.41137169428984,0.0,2.348227433885797,115.06314426040404
2026-01-06,2026-01-05,1,APAC,direct,Electronics,family_b,SKU-4472,Enterprise,0.9784280974524155,78.27424779619324,0.0,1.5654849559238648,76.70876284026937
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4472,Consumer,1.3171147465705593,92.72487815856738,0.0,1.8544975631713476,90.87038059539603
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4472,SMB,0.7902688479423355,55.634926895140424,0.0,1.1126985379028085,54.522228357237616
2026-01-06,2026-01-05,1,APAC,marketplace,Electronics,family_b,SKU-4472,Enterprise,0.5268458986282237,37.089951263426954,0.0,0.7417990252685391,36.34815223815841
